,tweet_text,tokenized_text,Subjectivity,polarity,nb_pronouns,nb_numerals,nb_exclm,nb_ques,count_modal_verbs,count_wh_words,nb_slang,label
4280,Cyclone Pam Prompts Action for Vanuatu at Sendai Conference (IPS) http://t.co/cCquwOLipf $3 per year hosting http://t.co/TuQvQTTdMV,"['Cyclone', 'Pam', 'Prompts', 'Action', 'Vanuatu', 'Sendai', 'Conference', '(', 'IPS', ')', 'http', ':', '//t.co/cCquwOLipf', '$', '3', 'per', 'year', 'hosting', 'http', ':', '//t.co/TuQvQTTdMV']",0.1,0.1,0,1,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4281,"""zFAS - The Brain of Piloted Driving at Audi"" Audi AG GTC 2015 PDF http://t.co/R5ym0N2Gg0 NVIDIA Tegra K1 Altera Cyclone FPGA MobilEye ...","['``', 'zFAS', '-', 'The', 'Brain', 'Piloted', 'Driving', 'Audi', ""''"", 'Audi', 'AG', 'GTC', '2015', 'PDF', 'http', ':', '//t.co/R5ym0N2Gg0', 'NVIDIA', 'Tegra', 'K1', 'Altera', 'Cyclone', 'FPGA', 'MobilEye', '...']",0.0,0.0,0,1,0,0,0,0,0,not_related_or_irrelevant
4282,RT @ChannelNewsAsia: Aid heads for Vanuatu after devastating Pacific cyclone http://t.co/kz9khR8ett http://t.co/sJ4H1avj13,"['RT', '@', 'ChannelNewsAsia', ':', 'Aid', 'heads', 'Vanuatu', 'devastating', 'Pacific', 'cyclone', 'http', ':', '//t.co/kz9khR8ett', 'http', ':', '//t.co/sJ4H1avj13']",1.0,-1.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4283,@SMBCollege @Prayercast Prayers especially for Vanuatu at this time.,"['@', 'SMBCollege', '@', 'Prayercast', 'Prayers', 'especially', 'Vanuatu', 'time', '.']",1.0,0.0,0,0,0,0,0,0,0,sympathy_and_emotional_support
4284,At 8 with Annie - We hear from a survivor after Cyclone Pam devastated the islands of Vanuatu - and we'll have all today's sports news,"['At', '8', 'Annie', '-', 'We', 'hear', 'survivor', 'Cyclone', 'Pam', 'devastated', 'islands', 'Vanuatu', '-', ""'ll"", 'today', ""'s"", 'sports', 'news']",0.0,0.0,2,1,0,0,0,0,0,missing_trapped_or_found_people
4285,RT @peculiarsam: @lekantalks tsunami is an understatement its a cyclone.....lols.,"['RT', '@', 'peculiarsam', ':', '@', 'lekantalks', 'tsunami', 'understatement', 'cyclone', '.....', 'lols', '.']",0.0,0.0,1,0,0,0,0,0,0,other_useful_information
4286,Vanuatu devastation: Is climate change to blame? News review in our dispatch - http://t.co/41I8UGdklE http://t.co/2Zt0GoD33c,"['Vanuatu', 'devastation', ':', 'Is', 'climate', 'change', 'blame', '?', 'News', 'review', 'dispatch', '-', 'http', ':', '//t.co/41I8UGdklE', 'http', ':', '//t.co/2Zt0GoD33c']",0.0,0.0,1,0,0,1,0,0,0,other_useful_information
4287,Vanuatu Red Cross president Hannington Alatoa said: 'Effectively the whole country... is flattened. #redcross http://t.co/u1fodLS67N,"['Vanuatu', 'Red', 'Cross', 'president', 'Hannington', 'Alatoa', 'said', ':', ""'Effectively"", 'whole', 'country', '...', 'flattened', '.', '#', 'redcross', 'http', ':', '//t.co/u1fodLS67N']",0.30000000000000004,0.2,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4288,Cyclone flattened the landscape in Vanuatu's outer islands (Arizona Daily Star) http://t.co/1LDA94XjLt #$3peryea… http://t.co/WvR4NT4UY6,"['Cyclone', 'flattened', 'landscape', 'Vanuatu', ""'s"", 'outer', 'islands', '(', 'Arizona', 'Daily', 'Star', ')', 'http', ':', '//t.co/1LDA94XjLt', '#', '$', '3peryea…', 'http', ':', '//t.co/WvR4NT4UY6']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4289,@naturebox hey how do we make http://t.co/VzMev5Muxo a thing,"['@', 'naturebox', 'hey', 'make', 'http', ':', '//t.co/VzMev5Muxo', 'thing']",0.0,0.0,1,0,0,0,0,0,0,not_related_or_irrelevant
4290,Mother Earth speaks - Cyclone Pam: North Island braces for wrath of storm http://t.co/M4ch5mceQb via @nzherald,"['Mother', 'Earth', 'speaks', '-', 'Cyclone', 'Pam', ':', 'North', 'Island', 'braces', 'wrath', 'storm', 'http', ':', '//t.co/M4ch5mceQb', 'via', '@', 'nzherald']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
4291,Massive Destruction Caused by the Pam Cyclone at Vanuatu http://t.co/h6jlEVn9ZD http://t.co/LTJfFoacJm,"['Massive', 'Destruction', 'Caused', 'Pam', 'Cyclone', 'Vanuatu', 'http', ':', '//t.co/h6jlEVn9ZD', 'http', ':', '//t.co/LTJfFoacJm']",1.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4292,Cyclone men play Thursday in Louisville. Cyclones women play Friday in Lexington. #BBN about to get a dose of #cyclONEnation @KiserRoll,"['Cyclone', 'men', 'play', 'Thursday', 'Louisville', '.', 'Cyclones', 'women', 'play', 'Friday', 'Lexington', '.', '#', 'BBN', 'get', 'dose', '#', 'cyclONEnation', '@', 'KiserRoll']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
4293,#usa #news Tropical Cyclone Olwyn: Mardie Onslow on red alert as winds gusts exceeding 165kph predicted http://t.co/6Z6ZNTFkOq #weather,"['#', 'usa', '#', 'news', 'Tropical', 'Cyclone', 'Olwyn', ':', 'Mardie', 'Onslow', 'red', 'alert', 'winds', 'gusts', 'exceeding', '165kph', 'predicted', 'http', ':', '//t.co/6Z6ZNTFkOq', '#', 'weather']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
4294,Higher Death Toll Feared in Vanuatu in Wake of Tropical Cyclone Pam: Aid workers on the ground said the tiny n... http://t.co/fsimJs1nce,"['Higher', 'Death', 'Toll', 'Feared', 'Vanuatu', 'Wake', 'Tropical', 'Cyclone', 'Pam', ':', 'Aid', 'workers', 'ground', 'said', 'tiny', 'n', '...', 'http', ':', '//t.co/fsimJs1nce']",0.5,0.125,0,0,0,0,0,0,0,injured_or_dead_people
4295,RT @ChrisLFriends: #Super-Cyclone Pam.  In #Vanuatu #UNICEF is on standby to respond with emergency supplies/personnel. About... http://t.c…,"['RT', '@', 'ChrisLFriends', ':', '#', 'Super-Cyclone', 'Pam', '.', 'In', '#', 'Vanuatu', '#', 'UNICEF', 'standby', 'respond', 'emergency', 'supplies/personnel', '.', 'About', '...', 'http', ':', '//t.c…']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4296,"""@Rebibibibi: 2nd sem buddies ☺️ὄDThanks guyth. @RichmondAcuzar @JohnPRamos @oyothegreat @pam http://t.co/ClAnJgbwoA"" ὡA","['``', '@', 'Rebibibibi', ':', '2nd', 'sem', 'buddies', '☺️ὄDThanks', 'guyth', '.', '@', 'RichmondAcuzar', '@', 'JohnPRamos', '@', 'oyothegreat', '@', 'pam', 'http', ':', '//t.co/ClAnJgbwoA', ""''"", 'ὡA']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
4297,RT @mellberr: → http://t.co/Pw9h8torXV #Vanuatu  Cyclone Pam: Vanuatu awaits first wave of relief and news from worst-hit islands Vanuatu E…,"['RT', '@', 'mellberr', ':', '→', 'http', ':', '//t.co/Pw9h8torXV', '#', 'Vanuatu', 'Cyclone', 'Pam', ':', 'Vanuatu', 'awaits', 'first', 'wave', 'relief', 'news', 'worst-hit', 'islands', 'Vanuatu', 'E…']",0.3333333333333333,0.25,0,0,0,0,0,0,0,other_useful_information
4298,Watching some ol school @realmartymar #Martin #Tommy #Cole #Pam #Gina #BroMan,"['Watching', 'ol', 'school', '@', 'realmartymar', '#', 'Martin', '#', 'Tommy', '#', 'Cole', '#', 'Pam', '#', 'Gina', '#', 'BroMan']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
4299,RT @thegooglecar: Cyclone crosses remote Australian coast near evacuated island http://t.co/lJLYFzDYXM #Environment,"['RT', '@', 'thegooglecar', ':', 'Cyclone', 'crosses', 'remote', 'Australian', 'coast', 'near', 'evacuated', 'island', 'http', ':', '//t.co/lJLYFzDYXM', '#', 'Environment']",0.20000000000000004,0.0,0,0,0,0,0,0,0,other_useful_information
4300,From Humans of Vanuatu who wrote: Well  morning comes and a false calm. Pam is now a super cyclone. While that... http://t.co/0ft3y3GJpu,"['From', 'Humans', 'Vanuatu', 'wrote', ':', 'Well', 'morning', 'comes', 'false', 'calm', '.', 'Pam', 'super', 'cyclone', '.', 'While', '...', 'http', ':', '//t.co/0ft3y3GJpu']",0.6722222222222222,0.07777777777777777,0,0,0,0,0,0,0,other_useful_information
4301,#Latest Vanuatu development wiped out by 'monster' Cyclone Pam http://t.co/jZJcwmcklB #AlJazeera,"['#', 'Latest', 'Vanuatu', 'development', 'wiped', ""'monster"", ""'"", 'Cyclone', 'Pam', 'http', ':', '//t.co/jZJcwmcklB', '#', 'AlJazeera']",0.9,0.5,0,0,0,0,0,0,0,other_useful_information
4302,Vanuatu. When a country is forced to start from the scratch. #longlivevanuatu,"['Vanuatu', '.', 'When', 'country', 'forced', 'start', 'scratch', '.', '#', 'longlivevanuatu']",0.2,-0.30000000000000004,0,0,0,0,0,1,0,other_useful_information
4303,RT @HammerFist3: Bro can you spray that PAM onto my man bun I am trying to achieve proper greasiness,"['RT', '@', 'HammerFist3', ':', 'Bro', 'spray', 'PAM', 'onto', 'man', 'bun', 'I', 'trying', 'achieve', 'proper', 'greasiness']",0.1,0.0,3,0,0,0,0,0,0,not_related_or_irrelevant
4304,Cyclone Pam has slammed into the Solomon Islands destroying homes and plantations http://t.co/vDaRLcFcfd #TCPam http://t.co/uhABqEOBsl,"['Cyclone', 'Pam', 'slammed', 'Solomon', 'Islands', 'destroying', 'homes', 'plantations', 'http', ':', '//t.co/vDaRLcFcfd', '#', 'TCPam', 'http', ':', '//t.co/uhABqEOBsl']",0.0,-0.2,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4305,Congratulations to Pam for an interesting presentation at VWBPE 2015.... http://t.co/MyQ0CQB5os,"['Congratulations', 'Pam', 'interesting', 'presentation', 'VWBPE', '2015', '....', 'http', ':', '//t.co/MyQ0CQB5os']",0.5,0.5,0,1,0,0,0,0,0,not_related_or_irrelevant
4306,RT @Nature_Reporter: https://t.co/AMJJr4r6Qn Dramatic #VIDEO: #CyclonePam causes heavy #Destruction in #PortVila #Vanuatu | 15 03 2015 #TC…,"['RT', '@', 'Nature_Reporter', ':', 'https', ':', '//t.co/AMJJr4r6Qn', 'Dramatic', '#', 'VIDEO', ':', '#', 'CyclonePam', 'causes', 'heavy', '#', 'Destruction', '#', 'PortVila', '#', 'Vanuatu', '|', '15', '03', '2015', '#', 'TC…']",0.55,-0.31666666666666665,0,3,0,0,0,0,0,infrastructure_and_utilities_damage
4307,Cyclone batters Pacific island nation of Vanuatu U.N. fears the worst: SYDNEY (Reuters - Winds of up to 250 k... http://t.co/braM1MywDH,"['Cyclone', 'batters', 'Pacific', 'island', 'nation', 'Vanuatu', 'U.N.', 'fears', 'worst', ':', 'SYDNEY', '(', 'Reuters', '-', 'Winds', '250', 'k', '...', 'http', ':', '//t.co/braM1MywDH']",1.0,-1.0,0,1,0,0,0,0,0,sympathy_and_emotional_support
4308,Dozens feared dead after Cyclone Pam hits Vanuatu - VIDEO: Dozens feared dead after storm http://t.co/k9R0guxzlj,"['Dozens', 'feared', 'dead', 'Cyclone', 'Pam', 'hits', 'Vanuatu', '-', 'VIDEO', ':', 'Dozens', 'feared', 'dead', 'storm', 'http', ':', '//t.co/k9R0guxzlj']",0.4,-0.2,0,0,0,0,0,0,0,injured_or_dead_people
4309,Decent coverage in @washingtonpost of #TCPam. Can't see anything in Aus media (except ABC) http://t.co/ma8OUUJBT4,"['Decent', 'coverage', '@', 'washingtonpost', '#', 'TCPam', '.', 'Ca', ""n't"", 'see', 'anything', 'Aus', 'media', '(', 'except', 'ABC', ')', 'http', ':', '//t.co/ma8OUUJBT4']",0.6666666666666666,0.16666666666666666,0,0,0,0,0,0,0,not_related_or_irrelevant
4310,Cyclone-ravaged farms on the Capricorn Coast have now been elevated to Category C disaster sites. Details at 7.,"['Cyclone-ravaged', 'farms', 'Capricorn', 'Coast', 'elevated', 'Category', 'C', 'disaster', 'sites', '.', 'Details', '7', '.']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
4311,RT @AviWxChasers: BREAKING: Red Cross workers report “unbelievable destruction” in the #Vanuatu capital Port Vila. #CyclonePam http://t.co/…,"['RT', '@', 'AviWxChasers', ':', 'BREAKING', ':', 'Red', 'Cross', 'workers', 'report', '“', 'unbelievable', 'destruction', '”', '#', 'Vanuatu', 'capital', 'Port', 'Vila', '.', '#', 'CyclonePam', 'http', ':', '//t.co/…']",0.3333333333333333,-0.08333333333333333,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4312,Vanuatu #CNN Three Dog Night keyboardist Jimmy Greenspoon dies  http://t.co/vmr2DyK4Vx,"['Vanuatu', '#', 'CNN', 'Three', 'Dog', 'Night', 'keyboardist', 'Jimmy', 'Greenspoon', 'dies', 'http', ':', '//t.co/vmr2DyK4Vx']",0.0,0.0,0,0,0,0,0,0,0,injured_or_dead_people
4313,RT @mellberr: » http://t.co/GdzEq6RYfJ Vanuatu #Vanuatu Cyclone Pam Moving Away From Vanuatu | The Weather Channel » UPDATE » Engl… http://…,"['RT', '@', 'mellberr', ':', '»', 'http', ':', '//t.co/GdzEq6RYfJ', 'Vanuatu', '#', 'Vanuatu', 'Cyclone', 'Pam', 'Moving', 'Away', 'From', 'Vanuatu', '|', 'The', 'Weather', 'Channel', '»', 'UPDATE', '»', 'Engl…', 'http', ':', '//…']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
4314,NEWS: Scam Aussie Charities Swoop After Cyclone Pam and Disability Orgs Given $47m Lifeline - http://t.co/9aWBTTxQGn,"['NEWS', ':', 'Scam', 'Aussie', 'Charities', 'Swoop', 'After', 'Cyclone', 'Pam', 'Disability', 'Orgs', 'Given', '$', '47m', 'Lifeline', '-', 'http', ':', '//t.co/9aWBTTxQGn']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4315,Newsfeed war @NataliaKills VA #CyclonePam,"['Newsfeed', 'war', '@', 'NataliaKills', 'VA', '#', 'CyclonePam']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
4316,RT @mellberr: » http://t.co/Vvqbpj5J1y Vanuatu conditions &amp;#39;more difficult&amp;#39; than Philippines typhoon #Vanuatu  333 http://t.co/3Zd07…,"['RT', '@', 'mellberr', ':', '»', 'http', ':', '//t.co/Vvqbpj5J1y', 'Vanuatu', 'conditions', '&', 'amp', ';', '#', '39', ';', 'difficult', '&', 'amp', ';', '#', '39', ';', 'Philippines', 'typhoon', '#', 'Vanuatu', '333', 'http', ':', '//t.co/3Zd07…']",0.0,0.0,0,3,0,0,0,0,0,other_useful_information
4317,#nowplaying on BDJ Italo Disco: D.F. &amp; Pam-On The Beat http://t.co/yU57tecNob #80s #radio #italodisco,"['#', 'nowplaying', 'BDJ', 'Italo', 'Disco', ':', 'D.F', '.', '&', 'amp', ';', 'Pam-On', 'The', 'Beat', 'http', ':', '//t.co/yU57tecNob', '#', '80s', '#', 'radio', '#', 'italodisco']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
4318,RT @NewDay: Homes hospital schools and churches all damaged aid group reports. #Vanuatu #CyclonePam http://t.co/9IXX7OpgTZ https://t.co/…,"['RT', '@', 'NewDay', ':', 'Homes', 'hospital', 'schools', 'churches', 'damaged', 'aid', 'group', 'reports', '.', '#', 'Vanuatu', '#', 'CyclonePam', 'http', ':', '//t.co/9IXX7OpgTZ', 'https', ':', '//t.co/…']",0.0,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4319,RT @_ScienceStory: Tropical Cyclone Olwyn landfalls as NASA's Terra satellite flies overhead #science http://t.co/6W0z9NUIJJ http://t.co/Q5…,"['RT', '@', '_ScienceStory', ':', 'Tropical', 'Cyclone', 'Olwyn', 'landfalls', 'NASA', ""'s"", 'Terra', 'satellite', 'flies', 'overhead', '#', 'science', 'http', ':', '//t.co/6W0z9NUIJJ', 'http', ':', '//t.co/Q5…']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
4320,RT @HalDonaldson: Relief teams from @convoyofhope continue to distribute food and supplies to victims of Cyclone Pam in Vanuatu. http://t.c…,"['RT', '@', 'HalDonaldson', ':', 'Relief', 'teams', '@', 'convoyofhope', 'continue', 'distribute', 'food', 'supplies', 'victims', 'Cyclone', 'Pam', 'Vanuatu', '.', 'http', ':', '//t.c…']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4321,Dozens Feared Dead After Cyclone Strikes Pacific Island Nation http://t.co/GzHMo3Yhmu,"['Dozens', 'Feared', 'Dead', 'After', 'Cyclone', 'Strikes', 'Pacific', 'Island', 'Nation', 'http', ':', '//t.co/GzHMo3Yhmu']",0.4,-0.2,0,0,0,0,0,0,0,injured_or_dead_people
4322,"""Unbelievable destruction' in Vanuatu http://t.co/XXU7FI1cwG","['``', 'Unbelievable', 'destruction', ""'"", 'Vanuatu', 'http', ':', '//t.co/XXU7FI1cwG']",1.0,-0.25,0,0,0,0,0,0,0,other_useful_information
4323,RT @walkselizabeth: i hope marriage is exactly like pam and jim,"['RT', '@', 'walkselizabeth', ':', 'hope', 'marriage', 'exactly', 'like', 'pam', 'jim']",0.25,0.25,0,0,0,0,0,0,0,not_related_or_irrelevant
4324,RT @ChrisCourtney4: @zdaniel your reports are the only understanding we are getting on TC Pam. Thank U &amp; keep telling us the stories of the…,"['RT', '@', 'ChrisCourtney4', ':', '@', 'zdaniel', 'reports', 'understanding', 'getting', 'TC', 'Pam', '.', 'Thank', 'U', '&', 'amp', ';', 'keep', 'telling', 'us', 'stories', 'the…']",1.0,0.0,3,0,0,0,0,0,1,other_useful_information
4325,My new sounds: TWO WRONGS PAM REAR https://t.co/wysGRBKWEB on #SoundCloud,"['My', 'new', 'sounds', ':', 'TWO', 'WRONGS', 'PAM', 'REAR', 'https', ':', '//t.co/wysGRBKWEB', '#', 'SoundCloud']",0.45454545454545453,0.13636363636363635,1,0,0,0,0,0,0,not_related_or_irrelevant
4326,"RT @jondonnisonbbc: The Albert Family near Port Vila. ""We thank god we are still alive."" Vanuatu http://t.co/KWU2GmMc43","['RT', '@', 'jondonnisonbbc', ':', 'The', 'Albert', 'Family', 'near', 'Port', 'Vila', '.', '``', 'We', 'thank', 'god', 'still', 'alive', '.', ""''"", 'Vanuatu', 'http', ':', '//t.co/KWU2GmMc43']",0.4,0.1,2,0,0,0,0,0,0,sympathy_and_emotional_support
4327,Red alerts in place for Sanma Penama Tafea Malampa Shefa provinces #TCPam bears down on #Vanuatu http://t.co/Kz9IsvB2df via @ABCNews,"['Red', 'alerts', 'place', 'Sanma', 'Penama', 'Tafea', 'Malampa', 'Shefa', 'provinces', '#', 'TCPam', 'bears', '#', 'Vanuatu', 'http', ':', '//t.co/Kz9IsvB2df', 'via', '@', 'ABCNews']",0.14444444444444446,-0.07777777777777779,0,0,0,0,0,0,0,caution_and_advice
4328,The Severe Challenges of Bringing Cyclone Relief to Vanuatu: With winds gusting at more than 185 miles per hou... http://t.co/Oyuaj1xiwT,"['The', 'Severe', 'Challenges', 'Bringing', 'Cyclone', 'Relief', 'Vanuatu', ':', 'With', 'winds', 'gusting', '185', 'miles', 'per', 'hou', '...', 'http', ':', '//t.co/Oyuaj1xiwT']",0.5,0.5,0,1,0,0,0,0,0,other_useful_information
4329,RT @IMFNews: Lagarde:my deepest sympathies for cyclone victims of Vanuatu IMF prepared to assist with quick unbureaucratic steps http://t…,"['RT', '@', 'IMFNews', ':', 'Lagarde', ':', 'deepest', 'sympathies', 'cyclone', 'victims', 'Vanuatu', 'IMF', 'prepared', 'assist', 'quick', 'unbureaucratic', 'steps', 'http', ':', '//t…']",0.5,0.3333333333333333,1,0,0,0,0,0,0,sympathy_and_emotional_support
4330,Cyclone Pam Tears Through Vanuatu - Wall Street Journal: Wall Street JournalCyclone Pam Tears Through VanuatuW... http://t.co/paNJN8eM1k,"['Cyclone', 'Pam', 'Tears', 'Through', 'Vanuatu', '-', 'Wall', 'Street', 'Journal', ':', 'Wall', 'Street', 'JournalCyclone', 'Pam', 'Tears', 'Through', 'VanuatuW', '...', 'http', ':', '//t.co/paNJN8eM1k']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
4331,RT @Louisemeesu: Cyclone Pam: Live updates - New Zealand Herald http://t.co/TGfvWG5hKH,"['RT', '@', 'Louisemeesu', ':', 'Cyclone', 'Pam', ':', 'Live', 'updates', '-', 'New', 'Zealand', 'Herald', 'http', ':', '//t.co/TGfvWG5hKH']",0.4772727272727273,0.13636363636363635,0,0,0,0,0,0,0,other_useful_information
4332,RT @UNICEFNZ: #CyclonePam has damaged 80% of power lines &amp; this lifeline service won't be restored for several weeks. Help now: http://t.co…,"['RT', '@', 'UNICEFNZ', ':', '#', 'CyclonePam', 'damaged', '80', '%', 'power', 'lines', '&', 'amp', ';', 'lifeline', 'service', 'wo', ""n't"", 'restored', 'several', 'weeks', '.', 'Help', ':', 'http', ':', '//t.co…']",0.0,0.0,0,1,0,0,0,0,0,infrastructure_and_utilities_damage
4333,http://t.co/bs9xkJ0mod #news Vanuatu president begs world to help rebuild blames climate change after ... - Sydney Morning…,"['http', ':', '//t.co/bs9xkJ0mod', '#', 'news', 'Vanuatu', 'president', 'begs', 'world', 'help', 'rebuild', 'blames', 'climate', 'change', '...', '-', 'Sydney', 'Morning…']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4334,RT @NOAASatellites: Via Suomi NPP a closeup of Tropical Cyclone Pam's eye in the South Pacific. http://t.co/CYXdeHiYei,"['RT', '@', 'NOAASatellites', ':', 'Via', 'Suomi', 'NPP', 'closeup', 'Tropical', 'Cyclone', 'Pam', ""'s"", 'eye', 'South', 'Pacific', '.', 'http', ':', '//t.co/CYXdeHiYei']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
4335,RT @MiaFarrow: If you can help the families of #Vanuatu  @UNICEFNZ has set up urgent appeal: http://t.co/R0AyH1ch4z. Please share link #Cyc…,"['RT', '@', 'MiaFarrow', ':', 'If', 'help', 'families', '#', 'Vanuatu', '@', 'UNICEFNZ', 'set', 'urgent', 'appeal', ':', 'http', ':', '//t.co/R0AyH1ch4z', '.', 'Please', 'share', 'link', '#', 'Cyc…']",0.0,0.0,1,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4336,RT @SEBHEUPDATE: Death toll rises in Vanuatu cyclone http://t.co/QJnNPO0bxN #SEBHEUPDATE,"['RT', '@', 'SEBHEUPDATE', ':', 'Death', 'toll', 'rises', 'Vanuatu', 'cyclone', 'http', ':', '//t.co/QJnNPO0bxN', '#', 'SEBHEUPDATE']",0.0,0.0,0,0,0,0,0,0,0,injured_or_dead_people
4337,"""@Lesbatronnn: Jim and Pam ❤️""","['``', '@', 'Lesbatronnn', ':', 'Jim', 'Pam', '❤️', ""''""]",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
4338,like pb&amp;j  pam beesly and jim,"['like', 'pb', '&', 'amp', ';', 'j', 'pam', 'beesly', 'jim']",0.0,0.0,0,0,0,0,0,0,0,not_related_or_irrelevant
4339,RT @tunihehebuk: Aerial footage taken on the island of Efate shows the extent of damage to the Pacific archipelago of Vanuatu after it was …,"['RT', '@', 'tunihehebuk', ':', 'Aerial', 'footage', 'taken', 'island', 'Efate', 'shows', 'extent', 'damage', 'Pacific', 'archipelago', 'Vanuatu', '…']",0.0,0.0,1,0,0,0,0,0,0,infrastructure_and_utilities_damage
4340,Vanuatu President Urges World Help To Rebuild 'Everything' https://t.co/2VnlcCDWZU,"['Vanuatu', 'President', 'Urges', 'World', 'Help', 'To', 'Rebuild', ""'Everything"", ""'"", 'https', ':', '//t.co/2VnlcCDWZU']",0.0,0.0,0,0,0,0,0,0,0,donation_needs_or_offers_or_volunteering_services
4341,Cyclone Pam: massive storm bears down on Vanuatu with 260000 people in its path http://t.co/0xlGBto3i5  #CatclysmicCascadingClimateChange,"['Cyclone', 'Pam', ':', 'massive', 'storm', 'bears', 'Vanuatu', '260000', 'people', 'path', 'http', ':', '//t.co/0xlGBto3i5', '#', 'CatclysmicCascadingClimateChange']",0.6444444444444445,-0.07777777777777779,1,1,0,0,0,0,0,injured_or_dead_people
4342,RT @washingtonpost: Tropical Cyclone Pam slams into Vanuatu with reports of entire villages being wiped out http://t.co/Jy8ftHp3ig,"['RT', '@', 'washingtonpost', ':', 'Tropical', 'Cyclone', 'Pam', 'slams', 'Vanuatu', 'reports', 'entire', 'villages', 'wiped', 'http', ':', '//t.co/Jy8ftHp3ig']",0.625,0.0,0,0,0,0,0,0,0,infrastructure_and_utilities_damage
4343,RT @nikkikaye: Affected communities in the North Island should make sure they’re prepared for the possible impact of Cyclone Pam   http://t…,"['RT', '@', 'nikkikaye', ':', 'Affected', 'communities', 'North', 'Island', 'make', 'sure', '’', 'prepared', 'possible', 'impact', 'Cyclone', 'Pam', 'http', ':', '//t…']",0.9444444444444444,0.25,1,0,0,0,0,0,0,displaced_people_and_evacuations
4344,RT @AFP: Health education fears for Vanuatu's child cyclone survivors http://t.co/l13TvxXsBS http://t.co/qHLBIOVEas,"['RT', '@', 'AFP', ':', 'Health', 'education', 'fears', 'Vanuatu', ""'s"", 'child', 'cyclone', 'survivors', 'http', ':', '//t.co/l13TvxXsBS', 'http', ':', '//t.co/qHLBIOVEas']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
4345,Vanuatu cyclone death toll rises as thousands await aid  http://t.co/sar0hx0dlT,"['Vanuatu', 'cyclone', 'death', 'toll', 'rises', 'thousands', 'await', 'aid', 'http', ':', '//t.co/sar0hx0dlT']",0.0,0.0,0,0,0,0,0,0,0,injured_or_dead_people
4346,Vanuatu on our minds. Its people on our hearts. What hurricane pam wiped out we shall build with courage &amp; love. Support Vanuatu today.,"['Vanuatu', 'minds', '.', 'Its', 'people', 'hearts', '.', 'What', 'hurricane', 'pam', 'wiped', 'shall', 'build', 'courage', '&', 'amp', ';', 'love', '.', 'Support', 'Vanuatu', 'today', '.']",0.6,0.5,4,0,0,0,1,1,0,sympathy_and_emotional_support
4347,RT @CrisisDigest: ‘This is not theory’: Vanuatu’s Cyclone Pam disaster adds urgency to need for global climate change/disaster… http://t.co…,"['RT', '@', 'CrisisDigest', ':', '‘', 'This', 'theory', '’', ':', 'Vanuatu', '’', 'Cyclone', 'Pam', 'disaster', 'adds', 'urgency', 'need', 'global', 'climate', 'change/disaster…', 'http', ':', '//t.co…']",0.0,0.0,0,0,0,0,0,0,0,caution_and_advice
4348,@Roobyru @brisbanestorms would have thought only Warney or Murali could turn a cyclone like that???,"['@', 'Roobyru', '@', 'brisbanestorms', 'would', 'thought', 'Warney', 'Murali', 'could', 'turn', 'cyclone', 'like', '?', '?', '?']",1.0,0.0,0,0,0,3,2,0,0,other_useful_information
4349,RT @IlianaRenee: cyclone by @BabyBash still my song,"['RT', '@', 'IlianaRenee', ':', 'cyclone', '@', 'BabyBash', 'still', 'song']",0.0,0.0,1,0,0,0,0,0,0,not_related_or_irrelevant
