,tweet_text,tokenized_text,Subjectivity,polarity,nb_pronouns,nb_numerals,nb_exclm,nb_ques,count_modal_verbs,count_wh_words,nb_slang,label
2956,.@CDCgov expert sees no signs of #MERS spreading in USA. Says agency learned from mistakes made during #SARS. http://t.co/HjOrjLU9oV,"['.', '@', 'CDCgov', 'expert', 'sees', 'signs', '#', 'MERS', 'spreading', 'USA', '.', 'Says', 'agency', 'learned', 'mistakes', 'made', '#', 'SARS', '.', 'http', ':', '//t.co/HjOrjLU9oV']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
2957,Deadly respiratory disease MERS spreads to Iran,"['Deadly', 'respiratory', 'disease', 'MERS', 'spreads', 'Iran']",0.4,-0.2,0,0,0,0,0,0,0,disease_transmission
2958,Evidence of camel-to-human transmission of #MERS http://t.co/aGOnIlYWn3,"['Evidence', 'camel-to-human', 'transmission', '#', 'MERS', 'http', ':', '//t.co/aGOnIlYWn3']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
2959,#MobileTechnology 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/9HvwhQA3WP,"['#', 'MobileTechnology', '10', 'Questions', 'Deadly', 'Middle', 'Eastern', 'Virus', 'That', 'Showed', 'Up', 'Indiana', 'http', ':', '//t.co/9HvwhQA3WP']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
2960,1st confirmed human-to-human transmission of MERS within US: Illinois man contracts coronavirus from Indiana patient. http://t.co/SULMKML9f3,"['1st', 'confirmed', 'human-to-human', 'transmission', 'MERS', 'within', 'US', ':', 'Illinois', 'man', 'contracts', 'coronavirus', 'Indiana', 'patient', '.', 'http', ':', '//t.co/SULMKML9f3']",1.0,0.4,0,0,0,0,0,0,0,affected_people
2961,RT @wnpr: MERS has morphed from a little-known disease in the Arabian Peninsula to a major global health concern. http://t.co/FWETDifZEB,"['RT', '@', 'wnpr', ':', 'MERS', 'morphed', 'little-known', 'disease', 'Arabian', 'Peninsula', 'major', 'global', 'health', 'concern', '.', 'http', ':', '//t.co/FWETDifZEB']",0.25,0.03125,0,0,0,0,0,0,0,other_useful_information
2962,"Huft gak habis habis :'( ""@republikaonline: Saudi Arabia finds another 18 MERS cases as disease spreads http://t.co/Y29BkQJHaA""","['Huft', 'gak', 'habis', 'habis', ':', ""'"", '(', '``', '@', 'republikaonline', ':', 'Saudi', 'Arabia', 'finds', 'another', '18', 'MERS', 'cases', 'disease', 'spreads', 'http', ':', '//t.co/Y29BkQJHaA', ""''""]",1.0,-1.0,0,1,0,0,0,0,0,affected_people
2963,RT @Crof: Egypt's health minister urges citizens to report flu symptoms to contain #MERS http://t.co/ZGBoWkr0sV,"['RT', '@', 'Crof', ':', 'Egypt', ""'s"", 'health', 'minister', 'urges', 'citizens', 'report', 'flu', 'symptoms', 'contain', '#', 'MERS', 'http', ':', '//t.co/ZGBoWkr0sV']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
2964,10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/IOxd2zW5lV via @mashable,"['10', 'Questions', 'Deadly', 'Middle', 'Eastern', 'Virus', 'That', 'Showed', 'Up', 'Indiana', 'http', ':', '//t.co/IOxd2zW5lV', 'via', '@', 'mashable']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
2965,# US experts declare progress in search for Middle East Respiratory Syndrome (MERS) treatment; death toll tops 100... http://t.co/rUEmelCDrz,"['#', 'US', 'experts', 'declare', 'progress', 'search', 'Middle', 'East', 'Respiratory', 'Syndrome', '(', 'MERS', ')', 'treatment', ';', 'death', 'toll', 'tops', '100', '...', 'http', ':', '//t.co/rUEmelCDrz']",0.0,0.0,1,1,0,0,0,0,0,deaths_reports
2966,RT @USNewsHealth: MERS a deadly disease from the Middle East has surfaced in the United States according to @cdcgov http://t.co/3T0gbz6L…,"['RT', '@', 'USNewsHealth', ':', 'MERS', 'deadly', 'disease', 'Middle', 'East', 'surfaced', 'United', 'States', 'according', '@', 'cdcgov', 'http', ':', '//t.co/3T0gbz6L…']",0.2,-0.1,0,0,0,0,0,0,0,disease_transmission
2967,MERS Middle East Respiratory Syndrome symptoms include cough fever can lead to pneumonia &amp; kidney failure. 25% of patients died in rich ME,"['MERS', 'Middle', 'East', 'Respiratory', 'Syndrome', 'symptoms', 'include', 'cough', 'fever', 'lead', 'pneumonia', '&', 'amp', ';', 'kidney', 'failure', '.', '25', '%', 'patients', 'died', 'rich', 'ME']",0.35000000000000003,0.01944444444444443,0,1,0,0,0,0,0,disease_signs_or_symptoms
2968,RT @FoxNews: Deadly respiratory disease MERS spreads to Iran http://t.co/6aahmYYlCk via @LisaDaftari,"['RT', '@', 'FoxNews', ':', 'Deadly', 'respiratory', 'disease', 'MERS', 'spreads', 'Iran', 'http', ':', '//t.co/6aahmYYlCk', 'via', '@', 'LisaDaftari']",0.4,-0.2,0,0,0,0,0,0,0,other_useful_information
2969,Saudi Arabia finds another 32 MERS cases as disease spreads - Reuters http://t.co/ug4kajAUBV,"['Saudi', 'Arabia', 'finds', 'another', '32', 'MERS', 'cases', 'disease', 'spreads', '-', 'Reuters', 'http', ':', '//t.co/ug4kajAUBV']",0.0,0.0,0,1,0,0,0,0,0,affected_people
2970,"New post: ""10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana"" http://t.co/YDUQY08Mhr","['New', 'post', ':', '``', '10', 'Questions', 'Deadly', 'Middle', 'Eastern', 'Virus', 'That', 'Showed', 'Up', 'Indiana', ""''"", 'http', ':', '//t.co/YDUQY08Mhr']",0.22727272727272727,0.06818181818181818,0,1,0,0,0,0,0,other_useful_information
2971,Ebola then MERS??! Na setup! RT @MobilePunch: Guard against Middle East disease doctor advises Nigerians http://t.co/wVO1tsjVGK,"['Ebola', 'MERS', '?', '?', '!', 'Na', 'setup', '!', 'RT', '@', 'MobilePunch', ':', 'Guard', 'Middle', 'East', 'disease', 'doctor', 'advises', 'Nigerians', 'http', ':', '//t.co/wVO1tsjVGK']",0.0,0.0,0,0,2,2,0,0,0,other_useful_information
2972,RT @DrFriedenCDC: These imported #MERS cases remind us we’re all connected. Breaking transmission chain requires focused global collaborati…,"['RT', '@', 'DrFriedenCDC', ':', 'These', 'imported', '#', 'MERS', 'cases', 'remind', 'us', '’', 'connected', '.', 'Breaking', 'transmission', 'chain', 'requires', 'focused', 'global', 'collaborati…']",0.0,0.0,2,0,0,0,0,0,0,disease_transmission
2973,RT @YahooNews: BREAKING: Two Orlando hospital employees who were exposed to patient with MERS are now showing symptoms. http://t.co/FstRvxl…,"['RT', '@', 'YahooNews', ':', 'BREAKING', ':', 'Two', 'Orlando', 'hospital', 'employees', 'exposed', 'patient', 'MERS', 'showing', 'symptoms', '.', 'http', ':', '//t.co/FstRvxl…']",0.0,0.0,0,0,0,0,0,0,0,affected_people
2974,RT @EllenKnickmeyer: Experts give cautious welcome to signs of stepped-up Saudi effort against deadly MERS virus http://t.co/oxg4z8MsUQ,"['RT', '@', 'EllenKnickmeyer', ':', 'Experts', 'give', 'cautious', 'welcome', 'signs', 'stepped-up', 'Saudi', 'effort', 'deadly', 'MERS', 'virus', 'http', ':', '//t.co/oxg4z8MsUQ']",0.65,0.30000000000000004,0,0,0,0,0,0,0,prevention
2975,Scary disease update: #MERS patient in Orlando discharged all hospital workers test negative. Makes MERS 0-fer-3 in the U.S. so far.,"['Scary', 'disease', 'update', ':', '#', 'MERS', 'patient', 'Orlando', 'discharged', 'hospital', 'workers', 'test', 'negative', '.', 'Makes', 'MERS', '0-fer-3', 'U.S.', 'far', '.']",0.7999999999999999,-0.23333333333333336,0,0,0,0,0,0,0,affected_people
2976,Eye Opener: MERS #virus spreads http://t.co/CQppQzlF6a 'Latest case of deadly disease in U.S. may have come from a simple handshake. All...',"['Eye', 'Opener', ':', 'MERS', '#', 'virus', 'spreads', 'http', ':', '//t.co/CQppQzlF6a', ""'Latest"", 'case', 'deadly', 'disease', 'U.S.', 'may', 'come', 'simple', 'handshake', '.', 'All', '...', ""'""]",0.5523809523809524,0.09999999999999999,0,0,0,0,1,0,0,disease_transmission
2977,هل تنشر الشيشة المشتركة فيروس كورونا ؟ Can sharing Hookah increase the transmission of Coronavirus or other epidemic respiratory viruses ?,"['هل', 'تنشر', 'الشيشة', 'المشتركة', 'فيروس', 'كورونا', '؟', 'Can', 'sharing', 'Hookah', 'increase', 'transmission', 'Coronavirus', 'epidemic', 'respiratory', 'viruses', '?']",0.375,-0.125,0,0,0,1,1,0,0,disease_transmission
2978,.@WHO clears up question of nationality age of US #MERS case. A US citizen living and working in #KSA. In his 60s. http://t.co/CqOH6RYs9t,"['.', '@', 'WHO', 'clears', 'question', 'nationality', 'age', 'US', '#', 'MERS', 'case', '.', 'A', 'US', 'citizen', 'living', 'working', '#', 'KSA', '.', 'In', '60s', '.', 'http', ':', '//t.co/CqOH6RYs9t']",0.0,0.0,1,0,0,0,0,1,0,affected_people
2979,#Dahlan Iskan Voice: Saudi Arabia finds another 18 MERS cases as disease spreads,"['#', 'Dahlan', 'Iskan', 'Voice', ':', 'Saudi', 'Arabia', 'finds', 'another', '18', 'MERS', 'cases', 'disease', 'spreads']",0.0,0.0,0,1,0,0,0,0,0,affected_people
2980,MERS-CoV: for treatment ribavirin/interferon promising in macaques but they only get mild disease. #PAS2014,"['MERS-CoV', ':', 'treatment', 'ribavirin/interferon', 'promising', 'macaques', 'get', 'mild', 'disease', '.', '#', 'PAS2014']",0.6666666666666666,0.17777777777777778,1,0,0,0,0,0,0,treatment
2981,The MERS Outbreak: Is The Government Doing Enough?: The Centers for Disease Control and World Health Organization... http://t.co/ujGyndGv3V,"['The', 'MERS', 'Outbreak', ':', 'Is', 'The', 'Government', 'Doing', 'Enough', '?', ':', 'The', 'Centers', 'Disease', 'Control', 'World', 'Health', 'Organization', '...', 'http', ':', '//t.co/ujGyndGv3V']",0.5,0.0,0,0,0,1,0,0,0,other_useful_information
2982,Da fuck is 'Mers'...why we just now hearing bout this disease..,"['Da', 'fuck', ""'Mers"", ""'"", '...', 'hearing', 'bout', 'disease', '..']",0.6,-0.4,1,0,0,0,0,0,0,not_related_or_irrelevant
2983,@blader809 First Case of Deadly Middle Eastern Virus Found in U.S.: The Center for Disease Control has confirmed that a ca...  #blader809,"['@', 'blader809', 'First', 'Case', 'Deadly', 'Middle', 'Eastern', 'Virus', 'Found', 'U.S.', ':', 'The', 'Center', 'Disease', 'Control', 'confirmed', 'ca', '...', '#', 'blader809']",0.35833333333333334,0.1375,0,0,0,0,0,0,0,affected_people
2984,RT @adnanalmazrooa: Updated MERS-CoV case definition infection prevention and control guidelines by Saudi MOH May 13th 2014:  http://t.c…,"['RT', '@', 'adnanalmazrooa', ':', 'Updated', 'MERS-CoV', 'case', 'definition', 'infection', 'prevention', 'control', 'guidelines', 'Saudi', 'MOH', 'May', '13th', '2014', ':', 'http', ':', '//t.c…']",0.0,0.0,0,1,0,0,1,0,0,other_useful_information
2985,2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orl... http://t.co/gZRWCDYGJD #ASMF #SocialMedia,"['2', 'Florida', 'Show', 'Symptoms', 'Deadly', 'Middle', 'Eastern', 'Virus', ':', 'Two', 'healthcare', 'workers', 'Orl', '...', 'http', ':', '//t.co/gZRWCDYGJD', '#', 'ASMF', '#', 'SocialMedia']",0.0,0.0,0,1,0,0,0,0,0,affected_people
2986,An Austin News post: Infectious disease specialist: MERS won't become pandemic  http://t.co/um5tcVEeHW,"['An', 'Austin', 'News', 'post', ':', 'Infectious', 'disease', 'specialist', ':', 'MERS', 'wo', ""n't"", 'become', 'pandemic', 'http', ':', '//t.co/um5tcVEeHW']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
2987,RT @Arab_News: #MERS: Incubation period of #virus — the time between exposure and development of symptoms — is about 5 days: AP News #Saudi…,"['RT', '@', 'Arab_News', ':', '#', 'MERS', ':', 'Incubation', 'period', '#', 'virus', '—', 'time', 'exposure', 'development', 'symptoms', '—', '5', 'days', ':', 'AP', 'News', '#', 'Saudi…']",0.0,0.0,0,1,0,0,0,0,0,disease_signs_or_symptoms
2988,RT @AlArabiya_Eng: #SaudiArabia finds another 32 #MERS cases as disease spreads http://t.co/GPVUyxNWKY #KSA #coronavirus,"['RT', '@', 'AlArabiya_Eng', ':', '#', 'SaudiArabia', 'finds', 'another', '32', '#', 'MERS', 'cases', 'disease', 'spreads', 'http', ':', '//t.co/GPVUyxNWKY', '#', 'KSA', '#', 'coronavirus']",0.0,0.0,0,1,0,0,0,0,0,affected_people
2989,US MERS Virus Symptoms: Is US Spread of Virus a Worry? http://t.co/UE08KHu7D5 #US_News,"['US', 'MERS', 'Virus', 'Symptoms', ':', 'Is', 'US', 'Spread', 'Virus', 'Worry', '?', 'http', ':', '//t.co/UE08KHu7D5', '#', 'US_News']",0.0,0.0,0,0,0,1,0,0,0,disease_signs_or_symptoms
2990,RT @CanHepa: .@HelenBranswell Interesting but what specific questions have Saudi Arabia not answered? And what studies are missing? #KSA #M…,"['RT', '@', 'CanHepa', ':', '.', '@', 'HelenBranswell', 'Interesting', 'specific', 'questions', 'Saudi', 'Arabia', 'answered', '?', 'And', 'studies', 'missing', '?', '#', 'KSA', '#', 'M…']",0.225,0.09999999999999999,0,0,0,2,0,0,0,other_useful_information
2991,UI Scientists Working to Understand MERS: IOWA CITY Iowa — The Centers for Disease Control identified the fir... http://t.co/f7hSPsuTJQ,"['UI', 'Scientists', 'Working', 'Understand', 'MERS', ':', 'IOWA', 'CITY', 'Iowa', '—', 'The', 'Centers', 'Disease', 'Control', 'identified', 'fir', '...', 'http', ':', '//t.co/f7hSPsuTJQ']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
2992,RT @WHO: WHO Member States should improve natl policies for infection prevention &amp; control &amp; implement them in health-care facilities #MERS,"['RT', '@', 'WHO', ':', 'WHO', 'Member', 'States', 'improve', 'natl', 'policies', 'infection', 'prevention', '&', 'amp', ';', 'control', '&', 'amp', ';', 'implement', 'health-care', 'facilities', '#', 'MERS']",0.0,0.0,1,0,0,0,0,2,0,prevention
2993,"RT @goooooolkoora: Video evidence of the transmission of ""#Corona""virus of camels to huma  #coronavirus  http://t.co/hlBGf6oDMu","['RT', '@', 'goooooolkoora', ':', 'Video', 'evidence', 'transmission', '``', '#', 'Corona', ""''"", 'virus', 'camels', 'huma', '#', 'coronavirus', 'http', ':', '//t.co/hlBGf6oDMu']",0.0,0.0,0,0,0,0,0,0,0,disease_transmission
2994,RT @beforeitsnews: Deadly MERS-CoV Virus Threatens Globally In Latest Pandemic Scare – Natural Treatments To Protect Yourself http://t.co/o…,"['RT', '@', 'beforeitsnews', ':', 'Deadly', 'MERS-CoV', 'Virus', 'Threatens', 'Globally', 'In', 'Latest', 'Pandemic', 'Scare', '–', 'Natural', 'Treatments', 'To', 'Protect', 'Yourself', 'http', ':', '//t.co/o…']",0.5666666666666668,0.13333333333333333,1,0,0,0,0,0,0,disease_transmission
2995,#socialmedia: 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A... http://t.co/D3qx93xvQc #technology #rt #ad,"['#', 'socialmedia', ':', '10', 'Questions', 'Deadly', 'Middle', 'Eastern', 'Virus', 'That', 'Showed', 'Up', 'Indiana', ':', 'A', '...', 'http', ':', '//t.co/D3qx93xvQc', '#', 'technology', '#', 'rt', '#', 'ad']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
2996,My last tweet was in reference to this new disease called MERS.. For those of you who thought I was just being my retarded self,"['My', 'last', 'tweet', 'reference', 'new', 'disease', 'called', 'MERS', '..', 'For', 'thought', 'I', 'retarded', 'self']",0.4404040404040404,-0.22121212121212122,4,0,0,0,0,0,0,not_related_or_irrelevant
2997,Second U.S. case of MERS virus found in Florida CDC says: Centers for Disease Control believes this case lik... http://t.co/EX1DqjvSag,"['Second', 'U.S.', 'case', 'MERS', 'virus', 'found', 'Florida', 'CDC', 'says', ':', 'Centers', 'Disease', 'Control', 'believes', 'case', 'lik', '...', 'http', ':', '//t.co/EX1DqjvSag']",0.0,0.0,0,0,0,0,0,0,0,affected_people
2998,CDC Confirms First US Case of MERS Coronavirus in Indiana Patient -  Centers for Disease Control and... http://t.co/p2lXUcIkwY  #SaudiArabia,"['CDC', 'Confirms', 'First', 'US', 'Case', 'MERS', 'Coronavirus', 'Indiana', 'Patient', '-', 'Centers', 'Disease', 'Control', '...', 'http', ':', '//t.co/p2lXUcIkwY', '#', 'SaudiArabia']",0.3333333333333333,0.25,0,0,0,0,0,0,0,affected_people
2999,Scientists Find MERS Virus Antibodies That May Lead to Treatments http://t.co/FkhykXdApe,"['Scientists', 'Find', 'MERS', 'Virus', 'Antibodies', 'That', 'May', 'Lead', 'Treatments', 'http', ':', '//t.co/FkhykXdApe']",0.0,0.0,0,0,0,0,1,0,0,treatment
3000,RT @HelenBranswell: Troubling signs in #KSA #MERS reports: one of today's cases refused to be tested for #MERS. 6 days later he was back in…,"['RT', '@', 'HelenBranswell', ':', 'Troubling', 'signs', '#', 'KSA', '#', 'MERS', 'reports', ':', 'one', 'today', ""'s"", 'cases', 'refused', 'tested', '#', 'MERS', '.', '6', 'days', 'later', 'back', 'in…']",0.0,0.0,1,1,0,0,0,0,0,affected_people
3001,RT @NBCNewsHealth: MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/YomQitEas8,"['RT', '@', 'NBCNewsHealth', ':', 'MERS', 'Search', ':', 'Disease', 'Detectives', 'Beat', 'Bushes', 'Virus', 'http', ':', '//t.co/YomQitEas8']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
3002,#coupons #sales MERS Search: Disease Detectives Beat Bushes for Virus - http://t.co/51FgMgsLQH http://t.co/9gGnY9wk0M #morel #mushroom,"['#', 'coupons', '#', 'sales', 'MERS', 'Search', ':', 'Disease', 'Detectives', 'Beat', 'Bushes', 'Virus', '-', 'http', ':', '//t.co/51FgMgsLQH', 'http', ':', '//t.co/9gGnY9wk0M', '#', 'morel', '#', 'mushroom']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
3003,Worried about the #MERS #virus? Here are 10 ways to boost your body's immune system to fight disease. #health http://t.co/6ZS6Fup3L5,"['Worried', '#', 'MERS', '#', 'virus', '?', 'Here', '10', 'ways', 'boost', 'body', ""'s"", 'immune', 'system', 'fight', 'disease', '.', '#', 'health', 'http', ':', '//t.co/6ZS6Fup3L5']",0.0,0.0,1,1,0,1,0,0,0,prevention
3004,Deadly MERS virus arrives in U.S.: The CDC says a deadly disease called Middle East Respiratory Syndrome or M... http://t.co/3HOWcDDuCP,"['Deadly', 'MERS', 'virus', 'arrives', 'U.S.', ':', 'The', 'CDC', 'says', 'deadly', 'disease', 'called', 'Middle', 'East', 'Respiratory', 'Syndrome', 'M', '...', 'http', ':', '//t.co/3HOWcDDuCP']",0.26666666666666666,-0.13333333333333333,0,0,0,0,0,0,0,other_useful_information
3005,RT @UPMC_CHS: @CDCgov reports 2nd #MERS infection in the US; Climate change adds to infectious disease risk. infect#HealthSecurity http://t…,"['RT', '@', 'UPMC_CHS', ':', '@', 'CDCgov', 'reports', '2nd', '#', 'MERS', 'infection', 'US', ';', 'Climate', 'change', 'adds', 'infectious', 'disease', 'risk', '.', 'infect', '#', 'HealthSecurity', 'http', ':', '//t…']",0.0,0.0,0,0,0,0,0,0,0,affected_people
3006,Updated MERS-CoV case definition infection prevention and control guidelines by Saudi MOH May 13th 2014: http://t.co/5GTOtWBnqu,"['Updated', 'MERS-CoV', 'case', 'definition', 'infection', 'prevention', 'control', 'guidelines', 'Saudi', 'MOH', 'May', '13th', '2014', ':', 'http', ':', '//t.co/5GTOtWBnqu']",0.0,0.0,0,1,0,0,1,0,0,prevention
3007,MERS Virus: MERS INFECTION: Signs You May Have It: Symptoms Travel Advisory  Transmission Treatment Prevention: � http://t.co/aVXrnNWR9f,"['MERS', 'Virus', ':', 'MERS', 'INFECTION', ':', 'Signs', 'You', 'May', 'Have', 'It', ':', 'Symptoms', 'Travel', 'Advisory', 'Transmission', 'Treatment', 'Prevention', ':', '�', 'http', ':', '//t.co/aVXrnNWR9f']",0.0,0.0,2,0,0,0,1,0,0,disease_signs_or_symptoms
3008,...flu-like symptoms (fever/chills/cough) but has the potential to kill you. Ugh. #MERS,"['...', 'flu-like', 'symptoms', '(', 'fever/chills/cough', ')', 'potential', 'kill', '.', 'Ugh', '.', '#', 'MERS']",1.0,0.0,1,0,0,0,0,0,0,disease_signs_or_symptoms
3009,RT @WSJ: Health officials reported the first apparent case of person-to-person transmission of the MERS virus in the U.S.: http://t.co/iSam…,"['RT', '@', 'WSJ', ':', 'Health', 'officials', 'reported', 'first', 'apparent', 'case', 'person-to-person', 'transmission', 'MERS', 'virus', 'U.S.', ':', 'http', ':', '//t.co/iSam…']",0.3416666666666667,0.15,0,0,0,0,0,0,0,disease_transmission
3010,@MackayIM @FLAHAULT Step by stepmoving forward to demonstrate Camel&gt;Human #MERS transmission and camels possible reservoir of contamination,"['@', 'MackayIM', '@', 'FLAHAULT', 'Step', 'stepmoving', 'forward', 'demonstrate', 'Camel', '&', 'gt', ';', 'Human', '#', 'MERS', 'transmission', 'camels', 'possible', 'reservoir', 'contamination']",1.0,0.0,0,0,0,0,0,0,0,disease_transmission
3011,RT @CBSThisMorning: Disturbing signs that deadly disease MERS may be spreading from FL to other parts of the country. The latest ahead on …,"['RT', '@', 'CBSThisMorning', ':', 'Disturbing', 'signs', 'deadly', 'disease', 'MERS', 'may', 'spreading', 'FL', 'parts', 'country', '.', 'The', 'latest', 'ahead', '…']",0.61875,-0.08124999999999999,0,0,0,0,1,0,0,disease_signs_or_symptoms
3012,RT @ANNELAMOTT: My MERS symptoms are increasing in severity.  Probably shd cancel plans for yardwork &amp; just rest.  Try to keep the patient…,"['RT', '@', 'ANNELAMOTT', ':', 'My', 'MERS', 'symptoms', 'increasing', 'severity', '.', 'Probably', 'shd', 'cancel', 'plans', 'yardwork', '&', 'amp', ';', 'rest', '.', 'Try', 'keep', 'patient…']",0.0,0.0,1,0,0,0,0,0,0,disease_signs_or_symptoms
3013,10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana  #BuyFollowers http://t.co/sHaF8qvY8c http://t.co/3RHdIVdmtu,"['10', 'Questions', 'Deadly', 'Middle', 'Eastern', 'Virus', 'That', 'Showed', 'Up', 'Indiana', '#', 'BuyFollowers', 'http', ':', '//t.co/sHaF8qvY8c', 'http', ':', '//t.co/3RHdIVdmtu']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
3014,Florida health workers have symptoms after MERS patient contact http://t.co/Tk14pEKJku #MERS #MERSCoV,"['Florida', 'health', 'workers', 'symptoms', 'MERS', 'patient', 'contact', 'http', ':', '//t.co/Tk14pEKJku', '#', 'MERS', '#', 'MERSCoV']",0.0,0.0,0,0,0,0,0,0,0,affected_people
3015,RT @CBNNews: Illinois man who contracted the mysterious MERS virus believed to be 1st case of person-to-person transmission in US. http://t…,"['RT', '@', 'CBNNews', ':', 'Illinois', 'man', 'contracted', 'mysterious', 'MERS', 'virus', 'believed', '1st', 'case', 'person-to-person', 'transmission', 'US', '.', 'http', ':', '//t…']",1.0,0.0,0,0,0,0,0,0,0,disease_transmission
3016,Deadly respiratory disease MERS spreads to Iran - Fox News : http://t.co/CvdC9q4cDs | #Iran,"['Deadly', 'respiratory', 'disease', 'MERS', 'spreads', 'Iran', '-', 'Fox', 'News', ':', 'http', ':', '//t.co/CvdC9q4cDs', '|', '#', 'Iran']",0.4,-0.2,0,0,0,0,0,0,0,disease_transmission
3017,2 Florida Health Workers Showing Symptoms After Exposure To MERS Patient - http://t.co/Wej38JCMoN,"['2', 'Florida', 'Health', 'Workers', 'Showing', 'Symptoms', 'After', 'Exposure', 'To', 'MERS', 'Patient', '-', 'http', ':', '//t.co/Wej38JCMoN']",0.0,0.0,0,1,0,0,0,0,0,affected_people
3018,10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana - Mashable http://t.co/NcS8pZz9w4,"['10', 'Questions', 'Deadly', 'Middle', 'Eastern', 'Virus', 'That', 'Showed', 'Up', 'Indiana', '-', 'Mashable', 'http', ':', '//t.co/NcS8pZz9w4']",0.0,0.0,0,1,0,0,0,0,0,other_useful_information
3019,MERS Virus Symptoms Warnings Protested In Saudi Arabia By Kissing Camels http://t.co/AneTOqmW9i,"['MERS', 'Virus', 'Symptoms', 'Warnings', 'Protested', 'In', 'Saudi', 'Arabia', 'By', 'Kissing', 'Camels', 'http', ':', '//t.co/AneTOqmW9i']",0.0,0.0,0,0,0,0,0,0,0,disease_signs_or_symptoms
3020,Centers for Disease Control confirms first U.S. case of deadly MERS virus http://t.co/CaFtawKhfu,"['Centers', 'Disease', 'Control', 'confirms', 'first', 'U.S.', 'case', 'deadly', 'MERS', 'virus', 'http', ':', '//t.co/CaFtawKhfu']",0.3666666666666667,0.024999999999999994,0,0,0,0,0,0,0,affected_people
3021,RT @makoto_au_japon: Opinion: #Prevention is the best medicine for #MERS #virus http://t.co/gNel3Y6S0u #Indonesia #coronavirus #haj #umrah …,"['RT', '@', 'makoto_au_japon', ':', 'Opinion', ':', '#', 'Prevention', 'best', 'medicine', '#', 'MERS', '#', 'virus', 'http', ':', '//t.co/gNel3Y6S0u', '#', 'Indonesia', '#', 'coronavirus', '#', 'haj', '#', 'umrah', '…']",0.3,1.0,0,0,0,0,0,0,0,prevention
3022,RT @MarinaMarraco: Could there be more cases of #MERS in the US? In Central Florida? It's troubling question officials want answered.,"['RT', '@', 'MarinaMarraco', ':', 'Could', 'cases', '#', 'MERS', 'US', '?', 'In', 'Central', 'Florida', '?', 'It', ""'s"", 'troubling', 'question', 'officials', 'want', 'answered', '.']",0.375,0.25,1,0,0,2,1,0,0,other_useful_information
3023,dont bring that shit here RT @NBCLA: LA Co. residents who shared flight w/ MERS patient show no signs of having virus http://t.co/zd4bhqWKxQ,"['dont', 'bring', 'shit', 'RT', '@', 'NBCLA', ':', 'LA', 'Co.', 'residents', 'shared', 'flight', 'w/', 'MERS', 'patient', 'show', 'signs', 'virus', 'http', ':', '//t.co/zd4bhqWKxQ']",0.8,-0.2,0,0,0,0,0,0,0,affected_people
3024,RT @jokhdarh: @jokhdarh because we don't have vaccine and no treatment for MERS-CoV then we have to fight to break the chain of transmissio…,"['RT', '@', 'jokhdarh', ':', '@', 'jokhdarh', ""n't"", 'vaccine', 'treatment', 'MERS-CoV', 'fight', 'break', 'chain', 'transmissio…']",0.0,0.0,2,0,0,0,0,0,0,disease_transmission
3025,RT @lisaschnirring: CDC is reporting secondary #MERS transmission in Illinois close contact of 1st US case based on serology testing 1/2,"['RT', '@', 'lisaschnirring', ':', 'CDC', 'reporting', 'secondary', '#', 'MERS', 'transmission', 'Illinois', 'close', 'contact', '1st', 'US', 'case', 'based', 'serology', 'testing', '1/2']",0.3,-0.3,0,0,0,0,0,0,0,disease_transmission
3026,#TeamAruba Gupta: Disease origin a 'mystery': Dr. Sanjay Gupta has answers about MERS after the CDC confirms t... http://t.co/OySvB4czZ3,"['#', 'TeamAruba', 'Gupta', ':', 'Disease', 'origin', ""'mystery"", ""'"", ':', 'Dr.', 'Sanjay', 'Gupta', 'answers', 'MERS', 'CDC', 'confirms', '...', 'http', ':', '//t.co/OySvB4czZ3']",0.0,0.0,0,0,0,0,0,0,0,other_useful_information
3027,Saudi Arabia reports another 32 MERS cases as disease spreads http://t.co/dYiruGSKNw,"['Saudi', 'Arabia', 'reports', 'another', '32', 'MERS', 'cases', 'disease', 'spreads', 'http', ':', '//t.co/dYiruGSKNw']",0.0,0.0,0,1,0,0,0,0,0,affected_people
